"siteweek","site_id","site","site_type","coordinates","lat","long","site_color","industrial_20","land_use","site_traffic","nearby_sources","ind_traf","tube_number","file_name_sampling","file_name","analysis_batch_date","sample_end_date","sample_type","start_date","end_date","time_difference","multiplier","week","sample_length","m_p_xylene_2_old","m_p_xylene_2_new","m_p_xylene_2_flag_old","m_p_xylene_2_flag_new","m_p_xylene_2_ratio","m_p_xylene_2_dis","benzene_old","benzene_new","benzene_flag_old","benzene_flag_new","benzene_ratio","benzene_dis","ethylbenzene_old","ethylbenzene_new","ethylbenzene_flag_old","ethylbenzene_flag_new","ethylbenzene_ratio","ethylbenzene_dis","o_xylene_old","o_xylene_new","o_xylene_flag_old","o_xylene_flag_new","o_xylene_ratio","o_xylene_dis","toluene_old","toluene_new","toluene_flag_old","toluene_flag_new","toluene_ratio","toluene_dis","benzene_1_2_3_trimethyl_old","benzene_1_2_3_trimethyl_new","benzene_1_2_3_trimethyl_flag_old","benzene_1_2_3_trimethyl_flag_new","benzene_1_2_3_trimethyl_ratio","benzene_1_2_3_trimethyl_dis","benzene_1_4_diethyl_old","benzene_1_4_diethyl_new","benzene_1_4_diethyl_flag_old","benzene_1_4_diethyl_flag_new","benzene_1_4_diethyl_ratio","benzene_1_4_diethyl_dis","benzene_1_ethyl_2_methyl_old","benzene_1_ethyl_2_methyl_new","benzene_1_ethyl_2_methyl_flag_old","benzene_1_ethyl_2_methyl_flag_new","benzene_1_ethyl_2_methyl_ratio","benzene_1_ethyl_2_methyl_dis","benzene_1_ethyl_3_methyl_old","benzene_1_ethyl_3_methyl_new","benzene_1_ethyl_3_methyl_flag_old","benzene_1_ethyl_3_methyl_flag_new","benzene_1_ethyl_3_methyl_ratio","benzene_1_ethyl_3_methyl_dis","benzene_1_ethyl_4_methyl_old","benzene_1_ethyl_4_methyl_new","benzene_1_ethyl_4_methyl_flag_old","benzene_1_ethyl_4_methyl_flag_new","benzene_1_ethyl_4_methyl_ratio","benzene_1_ethyl_4_methyl_dis","mesitylene_old","mesitylene_new","mesitylene_flag_old","mesitylene_flag_new","mesitylene_ratio","mesitylene_dis","benzene_propyl_old","benzene_propyl_new","benzene_propyl_flag_old","benzene_propyl_flag_new","benzene_propyl_ratio","benzene_propyl_dis","heptane_old","heptane_new","heptane_flag_old","heptane_flag_new","heptane_ratio","heptane_dis","n_hexane_old","n_hexane_new","n_hexane_flag_old","n_hexane_flag_new","n_hexane_ratio","n_hexane_dis","nonane_old","nonane_new","nonane_flag_old","nonane_flag_new","nonane_ratio","nonane_dis","octane_old","octane_new","octane_flag_old","octane_flag_new","octane_ratio","octane_dis","decane_old","decane_new","decane_flag_old","decane_flag_new","decane_ratio","decane_dis","dodecane_old","dodecane_new","dodecane_flag_old","dodecane_flag_new","dodecane_ratio","dodecane_dis","undecane_old","undecane_new","undecane_flag_old","undecane_flag_new","undecane_ratio","undecane_dis","pentane_2_3_4_trimethyl_old","pentane_2_3_4_trimethyl_new","pentane_2_3_4_trimethyl_flag_old","pentane_2_3_4_trimethyl_flag_new","pentane_2_3_4_trimethyl_ratio","pentane_2_3_4_trimethyl_dis","pentane_2_4_dimethyl_old","pentane_2_4_dimethyl_new","pentane_2_4_dimethyl_flag_old","pentane_2_4_dimethyl_flag_new","pentane_2_4_dimethyl_ratio","pentane_2_4_dimethyl_dis","hexane_2_methyl_old","hexane_2_methyl_new","hexane_2_methyl_flag_old","hexane_2_methyl_flag_new","hexane_2_methyl_ratio","hexane_2_methyl_dis","heptane_3_methyl_old","heptane_3_methyl_new","heptane_3_methyl_flag_old","heptane_3_methyl_flag_new","heptane_3_methyl_ratio","heptane_3_methyl_dis","hexane_3_methyl_old","hexane_3_methyl_new","hexane_3_methyl_flag_old","hexane_3_methyl_flag_new","hexane_3_methyl_ratio","hexane_3_methyl_dis","pentane_3_methyl_old","pentane_3_methyl_new","pentane_3_methyl_flag_old","pentane_3_methyl_flag_new","pentane_3_methyl_ratio","pentane_3_methyl_dis","pentane_2_methyl_old","pentane_2_methyl_new","pentane_2_methyl_flag_old","pentane_2_methyl_flag_new","pentane_2_methyl_ratio","pentane_2_methyl_dis","butane_2_methyl_old","butane_2_methyl_new","butane_2_methyl_flag_old","butane_2_methyl_flag_new","butane_2_methyl_ratio","butane_2_methyl_dis","cyclohexane_methyl_old","cyclohexane_methyl_new","cyclohexane_methyl_flag_old","cyclohexane_methyl_flag_new","cyclohexane_methyl_ratio","cyclohexane_methyl_dis","x1_hexene_old","x1_hexene_new","x1_hexene_flag_old","x1_hexene_flag_new","x1_hexene_ratio","x1_hexene_dis","x2_pentene_z_cis_old","x2_pentene_z_cis_new","x2_pentene_z_cis_flag_old","x2_pentene_z_cis_flag_new","x2_pentene_z_cis_ratio","x2_pentene_z_cis_dis","x1_3_butadiene_2_methyl_old","x1_3_butadiene_2_methyl_new","x1_3_butadiene_2_methyl_flag_old","x1_3_butadiene_2_methyl_flag_new","x1_3_butadiene_2_methyl_ratio","x1_3_butadiene_2_methyl_dis","x2_hexanone_old","x2_hexanone_new","x2_hexanone_flag_old","x2_hexanone_flag_new","x2_hexanone_ratio","x2_hexanone_dis","methyl_isobutyl_ketone_old","methyl_isobutyl_ketone_new","methyl_isobutyl_ketone_flag_old","methyl_isobutyl_ketone_flag_new","methyl_isobutyl_ketone_ratio","methyl_isobutyl_ketone_dis","benzene_1_2_dichloro_old","benzene_1_2_dichloro_new","benzene_1_2_dichloro_flag_old","benzene_1_2_dichloro_flag_new","benzene_1_2_dichloro_ratio","benzene_1_2_dichloro_dis","carbon_tetrachloride_old","carbon_tetrachloride_new","carbon_tetrachloride_flag_old","carbon_tetrachloride_flag_new","carbon_tetrachloride_ratio","carbon_tetrachloride_dis","trichloromethane_old","trichloromethane_new","trichloromethane_flag_old","trichloromethane_flag_new","trichloromethane_ratio","trichloromethane_dis","tetrachloroethylene_old","tetrachloroethylene_new","tetrachloroethylene_flag_old","tetrachloroethylene_flag_new","tetrachloroethylene_ratio","tetrachloroethylene_dis","trichloromonofluoromethane_old","trichloromonofluoromethane_new","trichloromonofluoromethane_flag_old","trichloromonofluoromethane_flag_new","trichloromonofluoromethane_ratio","trichloromonofluoromethane_dis"
"Morris & Point Breeze482023",7,"Morris & Point Breeze","stationary","39.93094655, -75.1829941",39.93094655,-75.1829941,"#FF61C3","Non-Industrial","Residential","Low",NA,"LowT/NoI","P733895","P733895 120823 112923 Point Breeze Near SS","P733895 120823 112923 Point Breeze Near SS.D","2023-12-08","2023-11-29","sample","2023-11-22","2023-11-29",9990,2,482023,1,0.57,0.5956,"REG","REG",0.96,NA,0.397,0.3848,"REG","REG",1.03,NA,0.089,0.0936,"REG","REG",0.95,NA,0.121,0.1249,"REG","REG",0.97,NA,0.426,0.4349,"REG","REG",0.98,NA,0.019,0.0228,"LOD","LOD",0.83,NA,0.012,0.0031,"LOD","LOD",3.87,NA,0.017,0.0173,"LOD","LOD",0.98,NA,0.046,0.0492,"REG","REG",0.93,NA,0.019,0.0189,"LOD","LOD",1.01,NA,0.049,0.0501,"REG","REG",0.98,NA,0.018,0.0243,"LOD","LOD",0.74,NA,0.13,0.1447,"REG","REG",0.9,NA,0.206,0.2396,"REG","REG",0.86,NA,0.135,0.1387,"REG","REG",0.97,NA,0.081,0.0943,"REG","REG",0.86,NA,0.046,0.0518,"LOD","LOD",0.89,NA,0.018,0.0271,"LOD","LOD",0.66,NA,0.054,0.0501,"LOD","LOD",1.08,NA,0.036,0.0546,"LOD","REG",0.66,NA,0.033,0.0466,"LOD","REG",0.71,NA,0.093,0.1134,"REG","REG",0.82,NA,0.069,0.0824,"LOD","REG",0.84,NA,0.208,0.2441,"REG","REG",0.85,NA,0.308,0.3696,"REG","REG",0.83,NA,0.934,1.1402,"REG","REG",0.82,"CHECK",0.138,0.1486,"REG","REG",0.93,NA,0.148,0.1897,"REG","REG",0.78,NA,0.038,0.0621,"REG","REG",0.61,NA,0.011,0.0101,"LOD","LOD",1.09,NA,0.003,0.0034,"ND","ND",0.88,NA,0.002,0.0017,"ND","ND",1.18,NA,0,0.0073,"ND","REG",0,NA,0.043,0.02,"REG","LOD",2.15,NA,0.274,0.2737,"REG","REG",1,NA,0.036,0.0374,"REG","REG",0.96,NA,0.013,0.0133,"REG","REG",0.98,NA,0.1,0.0953,"REG","REG",1.05,NA
"Morris & Point Breeze492023",7,"Morris & Point Breeze","stationary","39.93094655, -75.1829941",39.93094655,-75.1829941,"#FF61C3","Non-Industrial","Residential","Low",NA,"LowT/NoI","P726645","P726645 120923 120623 Point Breeze Far SS","P726645 120923 120623 Point Breeze Far SS.D","2023-12-09","2023-12-06","sample","2023-11-29","2023-12-06",9516,2,492023,1,1.133,1.2182,"REG","REG",0.93,NA,0.578,0.6207,"REG","REG",0.93,NA,0.169,0.1823,"REG","REG",0.93,NA,0.235,0.2528,"REG","REG",0.93,NA,0.811,0.8724,"REG","REG",0.93,NA,0.041,0.0439,"REG","REG",0.93,NA,0.027,0.0288,"LOD","LOD",0.94,NA,0.034,0.0362,"LOD","LOD",0.94,NA,0.096,0.1032,"REG","REG",0.93,NA,0.037,0.0397,"REG","REG",0.93,NA,0.106,0.1138,"REG","REG",0.93,NA,0.047,0.051,"LOD","LOD",0.92,NA,0.274,0.2942,"REG","REG",0.93,NA,0.455,0.4897,"REG","REG",0.93,NA,0.149,0.1606,"REG","REG",0.93,NA,0.08,0.0858,"REG","REG",0.93,NA,0.122,0.1312,"REG","REG",0.93,NA,0.048,0.0511,"LOD","LOD",0.94,NA,0.114,0.1226,"REG","REG",0.93,NA,0.077,0.0828,"REG","REG",0.93,NA,0.078,0.0839,"REG","REG",0.93,NA,0.228,0.2452,"REG","REG",0.93,NA,0.172,0.1854,"REG","REG",0.93,NA,0.512,0.5511,"REG","REG",0.93,NA,0.691,0.7437,"REG","REG",0.93,NA,1.987,2.1378,"REG","REG",0.93,"CHECK",0.21,0.2259,"ULOD","ULOD",0.93,NA,0.37,0.3982,"REG","REG",0.93,NA,0.072,0.0773,"REG","REG",0.93,NA,0.016,0.0176,"REG","REG",0.91,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.036,0.0385,"REG","REG",0.94,NA,0.253,0.2722,"REG","REG",0.93,NA,0.046,0.0491,"REG","REG",0.94,NA,0.022,0.0234,"REG","REG",0.94,NA,0.079,0.0851,"REG","REG",0.93,NA
"Morris & Point Breeze502023",7,"Morris & Point Breeze","stationary","39.93094655, -75.1829941",39.93094655,-75.1829941,"#FF61C3","Non-Industrial","Residential","Low",NA,"LowT/NoI","P733843","P733843 122123 121323 Point Breeze Far SS","P733843 122123 121323 Point Breeze Far SS.D","2023-12-21","2023-12-13","sample","2023-12-06","2023-12-13",9449,2,502023,1,1.105,1.1891,"REG","REG",0.93,NA,0.557,0.5986,"REG","REG",0.93,NA,0.166,0.1783,"REG","REG",0.93,NA,0.237,0.2546,"REG","REG",0.93,NA,0.733,0.7886,"REG","REG",0.93,NA,0.049,0.0522,"REG","REG",0.94,NA,0.03,0.0323,"REG","REG",0.93,NA,0.041,0.0438,"REG","REG",0.94,NA,0.11,0.1188,"REG","REG",0.93,NA,0.048,0.0519,"REG","REG",0.92,NA,0.123,0.1323,"REG","REG",0.93,NA,0.054,0.0577,"LOD","LOD",0.94,NA,0.263,0.2827,"REG","REG",0.93,NA,0.484,0.5214,"REG","REG",0.93,NA,0.141,0.1517,"REG","REG",0.93,NA,0.076,0.082,"REG","REG",0.93,NA,0.137,0.1476,"REG","REG",0.93,NA,0.058,0.0629,"REG","REG",0.92,NA,0.141,0.1517,"REG","REG",0.93,NA,0.095,0.1026,"REG","REG",0.93,NA,0.115,0.1233,"REG","REG",0.93,NA,0.288,0.3104,"REG","REG",0.93,NA,0.162,0.1743,"REG","REG",0.93,NA,0.588,0.6324,"REG","REG",0.93,NA,0.948,1.0203,"REG","REG",0.93,NA,2.619,2.8181,"REG","REG",0.93,"CHECK",0.14,0.151,"ULOD","ULOD",0.93,NA,0.497,0.5347,"REG","REG",0.93,NA,0.084,0.09,"REG","REG",0.93,NA,0.03,0.032,"REG","REG",0.94,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.096,0.1035,"REG","REG",0.93,NA,0.368,0.3959,"REG","REG",0.93,NA,0.046,0.0495,"REG","REG",0.93,NA,0.022,0.0235,"REG","REG",0.94,NA,0.201,0.2167,"REG","REG",0.93,NA
"Morris & Point Breeze32024",7,"Morris & Point Breeze","stationary","39.93094655, -75.1829941",39.93094655,-75.1829941,"#FF61C3","Non-Industrial","Residential","Low",NA,"LowT/NoI","P733863","P733863 012524 011724 Point Breeze Far SS","P733863 012524 011724 Point Breeze Far SS.D","2024-01-25","2024-01-17","sample","2024-01-10","2024-01-17",9676,2,32024,1,0.594,0.6385,"REG","REG",0.93,NA,0.478,0.5135,"REG","REG",0.93,NA,0.101,0.1085,"REG","REG",0.93,NA,0.127,0.1365,"REG","REG",0.93,NA,0.473,0.5079,"REG","REG",0.93,NA,0.026,0.0275,"LOD","LOD",0.95,NA,0.015,0.0158,"LOD","LOD",0.95,NA,0.023,0.0249,"LOD","LOD",0.92,NA,0.06,0.0645,"REG","REG",0.93,NA,0.021,0.023,"LOD","LOD",0.91,NA,0.055,0.0594,"REG","REG",0.93,NA,0.029,0.0313,"LOD","LOD",0.93,NA,0.161,0.1734,"REG","REG",0.93,NA,0.328,0.3521,"REG","REG",0.93,NA,0.093,0.0999,"REG","REG",0.93,NA,0.069,0.0736,"REG","REG",0.94,NA,0.061,0.0655,"REG","REG",0.93,NA,0.018,0.019,"LOD","LOD",0.95,NA,0.056,0.0599,"LOD","LOD",0.93,NA,0.07,0.0752,"REG","REG",0.93,NA,0.046,0.0492,"REG","REG",0.93,NA,0.157,0.1688,"REG","REG",0.93,NA,0.096,0.1033,"REG","REG",0.93,NA,0.347,0.3731,"REG","REG",0.93,NA,0.533,0.5724,"REG","REG",0.93,NA,1.504,1.6162,"REG","REG",0.93,"CHECK",0.143,0.1534,"ULOD","ULOD",0.93,NA,0.25,0.2687,"REG","REG",0.93,NA,0.041,0.044,"REG","REG",0.93,NA,0.019,0.0208,"REG","REG",0.91,NA,0.01,0.0112,"REG","REG",0.89,NA,0.002,0.0017,"ND","ND",1.18,NA,0.005,0.0057,"REG","REG",0.88,NA,0.035,0.0379,"REG","REG",0.92,NA,0.36,0.3866,"REG","REG",0.93,NA,0.031,0.0338,"REG","REG",0.92,NA,0.016,0.017,"REG","REG",0.94,NA,0.306,0.3292,"REG","REG",0.93,NA
"Morris & Point Breeze122024",7,"Morris & Point Breeze","stationary","39.93094655, -75.1829941",39.93094655,-75.1829941,"#FF61C3","Non-Industrial","Residential","Low",NA,"LowT/NoI","P726665","P726665 040224 032024 Point Breeze Far SS","P726665 040224 032024 Point Breeze Far SS.D","2024-04-02","2024-03-20","sample","2024-03-13","2024-03-20",9661,2,122024,1,1.016,1.0913,"REG","REG",0.93,NA,0.428,0.4593,"REG","REG",0.93,NA,0.144,0.154,"REG","REG",0.94,NA,0.193,0.206,"REG","REG",0.94,NA,0.662,0.7647,"REG","REG",0.87,"CHECK",0.04,0.0432,"REG","REG",0.93,NA,0.029,0.0316,"REG","REG",0.92,NA,0.033,0.035,"LOD","LOD",0.94,NA,0.088,0.0943,"REG","REG",0.93,NA,0.036,0.0389,"REG","REG",0.93,NA,0.104,0.1116,"REG","REG",0.93,NA,0.047,0.0501,"LOD","LOD",0.94,NA,0.233,0.25,"REG","REG",0.93,NA,0.409,0.4391,"REG","REG",0.93,NA,0.088,0.0926,"REG","REG",0.95,NA,0.075,0.0766,"REG","REG",0.98,NA,0.085,0.089,"REG","REG",0.96,NA,0.054,0.0572,"REG","REG",0.94,NA,0.107,0.1157,"REG","REG",0.92,NA,0.099,0.1066,"REG","REG",0.93,NA,0.125,0.1339,"REG","REG",0.93,NA,0.23,0.247,"REG","REG",0.93,NA,0.213,0.2295,"REG","REG",0.93,NA,0.529,0.5658,"REG","REG",0.93,NA,1.065,1.145,"REG","REG",0.93,NA,2.844,3.0432,"REG","REG",0.93,"CHECK",0.205,0.216,"ULOD","ULOD",0.95,NA,0.566,0.6068,"REG","REG",0.93,NA,0.051,0.0502,"REG","REG",1.02,NA,0.005,0.005,"ND","ND",1,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0.008,0.0094,"REG","REG",0.85,NA,0.038,0.0612,"REG","REG",0.62,NA,0.319,0.3425,"REG","REG",0.93,NA,0.026,0.028,"REG","REG",0.93,NA,0.021,0.0228,"REG","REG",0.92,NA,0.216,0.2304,"REG","REG",0.94,NA
"24th & Ritner292023",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P726602","P726602 072723 071923 Ritner 1WK DS","P726602 072723 071923 Ritner 1WK DS.D","2023-07-27","2023-07-19","sample","2023-07-12","2023-07-19",9285,14.3,292023,1,1.831,1.9725,"REG","REG",0.93,"CHECK",0.597,0.6435,"REG","REG",0.93,NA,0.286,0.308,"REG","REG",0.93,NA,0.489,0.5269,"REG","REG",0.93,NA,0.993,1.0705,"REG","REG",0.93,NA,0.136,0.1461,"LOD","LOD",0.93,NA,0.007,0.0079,"ND","ND",0.89,NA,0.099,0.1062,"LOD","LOD",0.93,NA,0.226,0.2432,"LOD","LOD",0.93,NA,0.081,0.0872,"LOD","LOD",0.93,NA,0.298,0.3209,"REG","REG",0.93,NA,0.13,0.14,"LOD","LOD",0.93,NA,0.579,0.6241,"REG","REG",0.93,NA,0.657,0.708,"REG","REG",0.93,NA,0.288,0.3099,"REG","REG",0.93,NA,0.252,0.2721,"REG","REG",0.93,NA,0.256,0.2756,"LOD","LOD",0.93,NA,0.179,0.1928,"LOD","LOD",0.93,NA,0.421,0.454,"LOD","LOD",0.93,NA,0.303,0.3267,"LOD","LOD",0.93,NA,0.262,0.2819,"LOD","LOD",0.93,NA,0.429,0.462,"REG","REG",0.93,NA,0.587,0.6326,"REG","REG",0.93,NA,1.133,1.2208,"REG","REG",0.93,NA,1.832,1.9745,"REG","REG",0.93,"CHECK",4.206,4.5316,"REG","REG",0.93,"CHECK",0.368,0.3965,"REG","REG",0.93,NA,2.407,2.5939,"REG","REG",0.93,"CHECK",0.059,0.0638,"LOD","LOD",0.92,NA,0.005,0.0052,"ND","ND",0.96,NA,0.115,0.1236,"REG","REG",0.93,NA,0.002,0.0018,"ND","ND",1.11,NA,0.026,0.0283,"REG","REG",0.92,NA,0.04,0.0428,"LOD","LOD",0.93,NA,0.514,0.554,"REG","REG",0.93,NA,0.067,0.072,"REG","REG",0.93,NA,0.032,0.0342,"REG","REG",0.94,NA,0.001,0.2002,"ND","REG",0,"CHECK"
"24th & Ritner442023",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P726608","P726608 110923 110123 Ritner SS","P726608 110923 110123 Ritner SS.D","2023-11-09","2023-11-01","sample","2023-10-25","2023-11-01",9636,2,442023,1,2.633,2.8294,"REG","REG",0.93,"CHECK",0.547,0.5935,"REG","REG",0.92,NA,0.357,0.3829,"REG","REG",0.93,NA,0.513,0.5517,"REG","REG",0.93,NA,1.185,1.2758,"REG","REG",0.93,NA,0.106,0.1142,"REG","REG",0.93,NA,0.088,0.0949,"REG","REG",0.93,NA,0.083,0.0895,"REG","REG",0.93,NA,0.22,0.2367,"REG","REG",0.93,NA,0.117,0.1253,"REG","REG",0.93,NA,0.313,0.3364,"REG","REG",0.93,NA,0.123,0.1321,"REG","REG",0.93,NA,0.668,0.7244,"REG","REG",0.92,NA,1.004,1.0786,"REG","REG",0.93,NA,0.174,0.2342,"REG","REG",0.74,NA,0.238,0.2746,"REG","REG",0.87,NA,0.179,0.1949,"REG","REG",0.92,NA,0.075,0.0802,"REG","REG",0.94,NA,0.193,0.2152,"REG","REG",0.9,NA,0.445,0.478,"REG","REG",0.93,NA,0.215,0.2314,"REG","REG",0.93,NA,0.592,0.6365,"REG","REG",0.93,NA,0.807,0.8656,"REG","REG",0.93,NA,1.319,1.4174,"REG","REG",0.93,NA,1.793,1.9265,"REG","REG",0.93,"CHECK",3.679,3.9534,"ULOD","ULOD",0.93,"CHECK",0.137,0.1465,"ULOD","ULOD",0.94,NA,1.707,1.8352,"REG","REG",0.93,"CHECK",0.172,0.1944,"REG","REG",0.88,NA,0.025,0.039,"REG","REG",0.64,NA,0.012,0.0136,"LOD","LOD",0.88,NA,0.002,0.0017,"ND","ND",1.18,NA,0.014,0.0152,"REG","REG",0.92,NA,0.02,0.0213,"LOD","LOD",0.94,NA,0.264,0.2837,"REG","REG",0.93,NA,0.045,0.0475,"REG","REG",0.95,NA,0.021,0.0231,"REG","REG",0.91,NA,0.124,0.1334,"REG","REG",0.93,NA
"24th & Ritner492023",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P726648","P726648 120923 120623 Ritner SS","P726648 120923 120623 Ritner SS.D","2023-12-09","2023-12-06","sample","2023-11-29","2023-12-06",9512,2,492023,1,1.182,1.2713,"REG","REG",0.93,NA,0.621,0.6669,"REG","REG",0.93,NA,0.179,0.1929,"REG","REG",0.93,NA,0.245,0.2639,"REG","REG",0.93,NA,0.811,0.8728,"REG","REG",0.93,NA,0.048,0.0519,"REG","REG",0.92,NA,0.03,0.0321,"REG","REG",0.93,NA,0.037,0.0399,"REG","REG",0.93,NA,0.103,0.1107,"REG","REG",0.93,NA,0.044,0.0476,"REG","REG",0.92,NA,0.13,0.1402,"REG","REG",0.93,NA,0.053,0.0573,"LOD","LOD",0.92,NA,0.343,0.369,"REG","REG",0.93,NA,0.553,0.595,"REG","REG",0.93,NA,0.159,0.1707,"REG","REG",0.93,NA,0.104,0.1121,"REG","REG",0.93,NA,0.127,0.1364,"REG","REG",0.93,NA,0.058,0.0625,"REG","REG",0.93,NA,0.121,0.1297,"REG","REG",0.93,NA,0.095,0.1019,"REG","REG",0.93,NA,0.114,0.1224,"REG","REG",0.93,NA,0.306,0.3294,"REG","REG",0.93,NA,0.218,0.235,"REG","REG",0.93,NA,0.679,0.7308,"REG","REG",0.93,NA,0.932,1.0028,"REG","REG",0.93,NA,2.584,2.7794,"REG","REG",0.93,"CHECK",0.21,0.226,"ULOD","ULOD",0.93,NA,0.514,0.5533,"REG","REG",0.93,NA,0.006,0.0069,"ND","ND",0.87,NA,0.023,0.0247,"REG","REG",0.93,NA,0.013,0.0138,"LOD","LOD",0.94,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.02,0.021,"LOD","LOD",0.95,NA,0.253,0.2723,"REG","REG",0.93,NA,0.046,0.0491,"REG","REG",0.94,NA,0.022,0.0234,"REG","REG",0.94,NA,0.079,0.0851,"REG","REG",0.93,NA
"24th & Ritner502023",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P733869","P733869 122123 121323 Ritner SS","P733869 122123 121323 Ritner SS.D","2023-12-21","2023-12-13","sample","2023-12-06","2023-12-13",9442,2,502023,1,1.148,1.2354,"REG","REG",0.93,NA,0.564,0.6057,"REG","REG",0.93,NA,0.176,0.189,"REG","REG",0.93,NA,0.242,0.2603,"REG","REG",0.93,NA,0.733,0.7891,"REG","REG",0.93,NA,0.052,0.0563,"REG","REG",0.92,NA,0.033,0.0355,"REG","REG",0.93,NA,0.041,0.0438,"REG","REG",0.94,NA,0.104,0.1115,"REG","REG",0.93,NA,0.045,0.048,"REG","REG",0.94,NA,0.123,0.1324,"REG","REG",0.93,NA,0.048,0.0514,"LOD","LOD",0.93,NA,0.301,0.3239,"REG","REG",0.93,NA,0.524,0.5641,"REG","REG",0.93,NA,0.216,0.2325,"REG","REG",0.93,NA,0.125,0.135,"REG","REG",0.93,NA,0.152,0.1633,"REG","REG",0.93,NA,0.069,0.0744,"REG","REG",0.93,NA,0.154,0.1659,"REG","REG",0.93,NA,0.113,0.122,"REG","REG",0.93,NA,0.141,0.1516,"REG","REG",0.93,NA,0.321,0.346,"REG","REG",0.93,NA,0.208,0.2243,"REG","REG",0.93,NA,0.672,0.7233,"REG","REG",0.93,NA,1.14,1.2275,"REG","REG",0.93,NA,3.033,3.264,"REG","REG",0.93,"CHECK",0.14,0.1511,"ULOD","ULOD",0.93,NA,0.684,0.7358,"REG","REG",0.93,NA,0.007,0.007,"ND","ND",1,NA,0.036,0.0391,"REG","REG",0.92,NA,0.013,0.0139,"LOD","LOD",0.94,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.02,0.0212,"LOD","LOD",0.94,NA,0.368,0.3962,"REG","REG",0.93,NA,0.055,0.0594,"REG","REG",0.93,NA,0.022,0.0235,"REG","REG",0.94,NA,0.225,0.2421,"REG","REG",0.93,NA
"24th & Ritner32024",8,"24th & Ritner","stationary","39.92296389, -75.186874",39.92296389,-75.186874,"#F8766D","Non-Industrial","Residential","High","Fire station","HighT/NoI","P733865","P733865 012524 011724 Ritner SS","P733865 012524 011724 Ritner SS.D","2024-01-25","2024-01-17","sample","2024-01-10","2024-01-17",9673,2,32024,1,0.546,0.5871,"REG","REG",0.93,NA,0.52,0.5589,"REG","REG",0.93,NA,0.096,0.1034,"REG","REG",0.93,NA,0.122,0.1311,"REG","REG",0.93,NA,0.411,0.4421,"REG","REG",0.93,NA,0.022,0.0235,"LOD","LOD",0.94,NA,0.015,0.0158,"LOD","LOD",0.95,NA,0.02,0.0214,"LOD","LOD",0.93,NA,0.05,0.0537,"REG","REG",0.93,NA,0.018,0.0191,"LOD","LOD",0.94,NA,0.047,0.0508,"REG","REG",0.93,NA,0.023,0.0251,"LOD","LOD",0.92,NA,0.168,0.1801,"REG","REG",0.93,NA,0.315,0.3384,"REG","REG",0.93,NA,0.116,0.1245,"REG","REG",0.93,NA,0.077,0.0823,"REG","REG",0.94,NA,0.052,0.0555,"REG","REG",0.94,NA,0.018,0.019,"LOD","LOD",0.95,NA,0.049,0.0531,"LOD","LOD",0.92,NA,0.064,0.0689,"REG","REG",0.93,NA,0.052,0.0561,"REG","REG",0.93,NA,0.157,0.1689,"REG","REG",0.93,NA,0.085,0.0912,"REG","REG",0.93,NA,0.347,0.3732,"REG","REG",0.93,NA,0.553,0.5938,"REG","REG",0.93,NA,1.578,1.6954,"REG","REG",0.93,"CHECK",0.143,0.1534,"ULOD","ULOD",0.93,NA,0.301,0.3232,"REG","REG",0.93,NA,0.085,0.0915,"REG","REG",0.93,NA,0.019,0.0208,"REG","REG",0.91,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.014,0.0149,"LOD","LOD",0.94,NA,0.36,0.3867,"REG","REG",0.93,NA,0.031,0.0338,"REG","REG",0.92,NA,0.012,0.0124,"REG","REG",0.97,NA,0.293,0.3146,"REG","REG",0.93,NA
